tier,tier_label,n,iteration,format,compression,encoded_bytes,payload_bytes,framing_overhead_bytes,git_sha
3,production-verb-synthetic,1000,498,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,498,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,498,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,499,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,499,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,499,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,500,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,500,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,500,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,501,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,501,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,501,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,502,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,502,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,502,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,503,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,503,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,503,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,504,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,504,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,504,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,505,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,505,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,505,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,506,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,506,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,506,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,507,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,507,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,507,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,508,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,508,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,508,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,509,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,509,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,509,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,510,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,510,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,510,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,511,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,511,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,511,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,512,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,512,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,512,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,513,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,513,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,513,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,514,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,514,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,514,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,515,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,515,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,515,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,1000,516,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,516,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,516,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,517,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,517,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,517,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,518,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,518,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,518,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,519,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,519,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,519,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,520,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,520,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,520,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,521,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,521,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,521,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,522,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,522,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,522,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,523,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,523,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,523,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,524,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,524,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,524,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,525,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,525,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,525,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,526,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,526,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,526,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,527,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,527,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,527,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,528,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,528,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,528,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,529,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,529,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,529,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,530,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,530,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,530,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,531,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,531,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,531,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,532,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,532,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,532,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,533,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,533,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,533,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,534,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,534,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,534,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,535,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,535,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,535,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,536,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,536,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,536,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,537,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,537,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,537,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,538,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,538,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,538,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,539,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,539,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,539,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,540,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,540,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,540,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,541,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,541,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,541,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,542,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,542,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,542,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,543,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,543,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,543,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,544,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,544,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,544,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,545,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,545,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,545,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,546,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,546,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,546,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,547,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,547,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,547,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,548,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,548,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,548,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,549,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,549,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,549,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,550,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,550,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,550,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,551,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,551,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,551,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,552,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,552,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,552,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,553,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,553,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,553,literal,gzip,384,359,25,99e8202
3,production-verb-synthetic,1000,554,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,554,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,554,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,555,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,555,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,555,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,556,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,556,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,556,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,557,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,557,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,557,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,558,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,558,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,558,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,559,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,559,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,559,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,560,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,560,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,560,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,561,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,561,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,561,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,562,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,562,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,562,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,563,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,563,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,563,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,564,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,564,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,564,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,565,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,565,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,565,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,566,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,566,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,566,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,567,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,567,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,567,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,568,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,568,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,568,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,569,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,569,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,569,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,570,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,570,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,570,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,571,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,571,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,571,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,572,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,572,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,572,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,573,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,573,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,573,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,574,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,574,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,574,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,575,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,575,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,575,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,576,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,576,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,576,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,577,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,577,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,577,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,578,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,578,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,578,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,579,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,579,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,579,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,580,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,580,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,580,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,581,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,581,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,581,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,582,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,582,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,582,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,583,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,583,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,583,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,584,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,584,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,584,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,585,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,585,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,585,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,586,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,586,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,586,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,587,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,587,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,587,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,588,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,588,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,588,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,589,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,589,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,589,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,590,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,590,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,590,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,591,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,591,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,591,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,592,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,592,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,592,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,593,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,593,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,593,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,1000,594,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,594,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,594,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,595,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,595,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,595,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,596,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,596,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,596,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,597,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,597,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,597,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,598,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,598,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,598,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,599,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,599,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,599,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,600,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,600,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,600,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,601,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,601,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,601,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,602,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,602,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,602,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,603,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,603,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,603,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,604,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,604,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,604,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,605,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,605,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,605,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,606,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,606,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,606,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,607,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,607,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,607,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,608,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,608,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,608,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,609,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,609,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,609,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,610,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,610,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,610,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,611,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,611,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,611,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,612,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,612,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,612,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,613,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,613,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,613,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,1000,614,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,614,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,614,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,615,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,615,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,615,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,616,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,616,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,616,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,617,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,617,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,617,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,618,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,618,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,618,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,619,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,619,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,619,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,620,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,620,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,620,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,621,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,621,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,621,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,622,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,622,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,622,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,623,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,623,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,623,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,624,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,624,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,624,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,625,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,625,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,625,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,626,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,626,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,626,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,627,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,627,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,627,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,628,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,628,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,628,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,629,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,629,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,629,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,630,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,630,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,630,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,631,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,631,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,631,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,632,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,632,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,632,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,633,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,633,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,633,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,634,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,634,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,634,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,635,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,635,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,635,literal,gzip,387,362,25,99e8202
